# DD-prefixed Z80 opcodes
#
#op|xtr| type | mnemonic     | dest | src  | summary          | description
3a | 2 | 3 |   LD | LD A, (nn)   |    A |  $nn | A=$nn            | Load register A with memory ${nn} (undocumented)
3b | 0 | 0 |  DEC | DEC SP       |   SP |      | SP--             | Decrement SP (16bit) (undocumented)
3c | 0 | 0 |  INC | INC A        |    A |      | A++              | Increment A (undocumented)
3d | 0 | 0 |  DEC | DEC A        |    A |      | A--              | Decrement A (undocumented)
3e | 1 | 1 |   LD | LD A, n      |    A |    n | A=n              | Load register A with {n} (undocumented)
3f | 0 | 0 |  CCF | CCF          |      |      | c=~c             | Invert Carry flag (undocumented)
#op|xtr| type | mnemonic     | dest | src  | summary          | description
40 | 0 | 0 |   LD | LD B, B      |    B |    B | B=B              | Load register B with register B (undocumented)
41 | 0 | 0 |   LD | LD B, C      |    B |    C | B=C              | Load register B with register C (undocumented)
42 | 0 | 0 |   LD | LD B, D      |    B |    D | B=D              | Load register B with register D (undocumented)
43 | 0 | 0 |   LD | LD B, E      |    B |    E | B=E              | Load register B with register E (undocumented)
44 | 0 | 0 |   LD | LD B,IXh     |    B |  IXh | B=IXh            | Load register B with the high byte of register IX (undocumented)
45 | 0 | 0 |   LD | LD B,IXl     |    B |  IXl | B=IXl            | Load register B with the low byte of register IX (undocumented)
46 | 1 | 2 |   LD | LD B,(IX+d)  |    B | (IX+d) | B=$(IX+d)        | Load register B with memory $(IX+{d})
47 | 0 | 0 |   LD | LD B, A      |    B |    A | B=A              | Load register B with register A (undocumented)
48 | 0 | 0 |   LD | LD C, B      |    C |    B | C=B              | Load register C with register B (undocumented)
49 | 0 | 0 |   LD | LD C, C      |    C |    C | C=C              | Load register C with register C (undocumented)
4a | 0 | 0 |   LD | LD C, D      |    C |    D | C=D              | Load register C with register D (undocumented)
4b | 0 | 0 |   LD | LD C, E      |    C |    E | C=E              | Load register C with register E (undocumented)
4c | 0 | 0 |   LD | LD C,IXh     |    C |  IXh | C=IXh            | Load register C with the high byte of register IX (undocumented)
4d | 0 | 0 |   LD | LD C,IXl     |    C |  IXl | C=IXl            | Load register C with the low byte of register IX (undocumented)
4e | 1 | 2 |   LD | LD C,(IX+d)  |    C | (IX+d) | C=$(IX+d)        | Load register C with memory $(IX+{d})
4f | 0 | 0 |   LD | LD C, A      |    C |    A | C=A              | Load register C with register A (undocumented)
#op|xtr| type | mnemonic     | dest | src  | summary          | description
50 | 0 | 0 |   LD | LD D, B      |    D |    B | D=B              | Load register D with register B (undocumented)
51 | 0 | 0 |   LD | LD D, C      |    D |    C | D=C              | Load register D with register C (undocumented)
52 | 0 | 0 |   LD | LD D, D      |    D |    D | D=D              | Load register D with register D (undocumented)
53 | 0 | 0 |   LD | LD D, E      |    D |    E | D=E              | Load register D with register E (undocumented)
54 | 0 | 0 |   LD | LD D,IXh     |    D |  IXh | D=IXh            | Load register D with the high byte of register IX (undocumented)
55 | 0 | 0 |   LD | LD D,IXl     |    D |  IXl | D=IXl            | Load register D with the low byte of register IX (undocumented)
56 | 1 | 2 |   LD | LD D,(IX+d)  |    D | (IX+d) | D=$(IX+d)        | Load register D with memory $(IX+{d})
57 | 0 | 0 |   LD | LD D, A      |    D |    A | D=A              | Load register D with register A (undocumented)
58 | 0 | 0 |   LD | LD E, B      |    E |    B | E=B              | Load register E with register B (undocumented)
59 | 0 | 0 |   LD | LD E, C      |    E |    C | E=C              | Load register E with register C (undocumented)
5a | 0 | 0 |   LD | LD E, D      |    E |    D | E=D              | Load register E with register D (undocumented)
5b | 0 | 0 |   LD | LD E, E      |    E |    E | E=E              | Load register E with register E (undocumented)
5c | 0 | 0 |   LD | LD E,IXh     |    E |  IXh | E=IXh            | Load register E with the high byte of register IX (undocumented)
5d | 0 | 0 |   LD | LD E,IXl     |    E |  IXl | E=IXl            | Load register E with the low byte of register IX (undocumented)
5e | 1 | 2 |   LD | LD E,(IX+d)  |    E | (IX+d) | E=$(IX+d)        | Load register E with memory $(IX+{d})
5f | 0 | 0 |   LD | LD E, E      |    E |    A | E=A              | Load register E with register A (undocumented)
#op|xtr| type | mnemonic     | dest | src  | summary          | description
60 | 0 | 0 |   LD | LD IXh, B    |  IXh |    B | IXh=B            | Load the high byte of register IX with register B (undocumented)
61 | 0 | 0 |   LD | LD IXh, C    |  IXh |    C | IXh=C            | Load the high byte of register IX with register C (undocumented)
62 | 0 | 0 |   LD | LD IXh, D    |  IXh |    D | IXh=D            | Load the high byte of register IX with register D (undocumented)
63 | 0 | 0 |   LD | LD IXh, E    |  IXh |    E | IXh=E            | Load the high byte of register IX with register E (undocumented)
64 | 0 | 0 |   LD | LD IXh, IXh  |  IXh |  IXh | IXh=IXh          | Load the high byte of register IX with the high byte of register IX (undocumented)
65 | 0 | 0 |   LD | LD IXh, IXl  |  IXh |  IXl | IXh=IXl          | Load the high byte of register IX with the low byte of register IX (undocumented)
66 | 1 | 2 |   LD | LD H,(IX+d)  |    H | (IX+d) | H=$(IX+d)        | Load register H with memory $(IX+{d})
67 | 0 | 0 |   LD | LD IXh, A    |  IXh |    A | IXh=A            | Load the high byte of register IX with register A (undocumented)
68 | 0 | 0 |   LD | LD IXl, B    |  IXl |    B | IXl=B            | Load the low byte of register IX with register B (undocumented)
69 | 0 | 0 |   LD | LD IXl, C    |  IXl |    C | IXl=C            | Load the low byte of register IX with register C (undocumented)
6a | 0 | 0 |   LD | LD IXl, D    |  IXl |    D | IXl=D            | Load the low byte of register IX with register D (undocumented)
6b | 0 | 0 |   LD | LD IXl, E    |  IXl |    E | IXl=E            | Load the low byte of register IX with register E (undocumented)
6c | 0 | 0 |   LD | LD IXl, IXh  |  IXl |  IXh | IXl=IXh          | Load the low byte of register IX with the high byte of register IX (undocumented)
6d | 0 | 0 |   LD | LD IXl, IXl  |  IXl |  IXl | IXl=IXl          | Load the low byte of register IX with the low byte of register IX (undocumented)
6e | 1 | 2 |   LD | LD L,(IX+d)  |    L | (IX+d) | L=$(IX+d)        | Load register L with memory $(IX+{d})
6f | 0 | 0 |   LD | LD IXl, A    |  IXl |    A | IXl=A            | Load the low byte of register IX with register A (undocumented)
#op|xtr| type | mnemonic     | dest | src  | summary          | description
70 | 1 | 2 |   LD | LD (IX+d), B | (IX+d) |    B | $(IX+d)=B        | Load memory $(IX+{d}) with register B
71 | 1 | 2 |   LD | LD (IX+d), C | (IX+d) |    C | $(IX+d)=C        | Load memory $(IX+{d}) with register C
72 | 1 | 2 |   LD | LD (IX+d), D | (IX+d) |    D | $(IX+d)=D        | Load memory $(IX+{d}) with register D
73 | 1 | 2 |   LD | LD (IX+d), E | (IX+d) |    E | $(IX+d)=E        | Load memory $(IX+{d}) with register E
74 | 1 | 2 |   LD | LD (IX+d), H | (IX+d) |    H | $(IX+d)=H        | Load memory $(IX+{d}) with register H
75 | 1 | 2 |   LD | LD (IX+d), L | (IX+d) |    L | $(IX+d)=L        | Load memory $(IX+{d}) with register L
76 | 0 | 0 | HALT | HALT         |      |      | HALT             | HALT (NOP until interrupt) (undocumented)
77 | 1 | 2 |   LD | LD (IX+d), A | (IX+d) |    A | $(IX+d)=A        | Load memory $(IX+{d}) with register A
78 | 0 | 0 |   LD | LD A, B      |    A |    B | A=B              | Load register A with register B (undocumented)
79 | 0 | 0 |   LD | LD A, C      |    A |    C | A=C              | Load register A with register C (undocumented)
7a | 0 | 0 |   LD | LD A, D      |    A |    D | A=D              | Load register A with register D (undocumented)
7b | 0 | 0 |   LD | LD A, E      |    A |    E | A=E              | Load register A with register E (undocumented)
7c | 0 | 0 |   LD | LD A, IXh    |    A |  IXh | A=IXh            | Load register A with the high byte of register IX (undocumented)
7d | 0 | 0 |   LD | LD A, IXl    |    A |  IXl | A=IXl            | Load register A with the low byte of register IX (undocumented)
7e | 1 | 2 |   LD | LD A, (IX+d) |    A | (IX+d) | A=$(IX+d)        | Load register A with memory $(IX+{d})
7f | 0 | 0 |   LD | LD A, A      |    A |    A | A=A              | Load register A with register A (undocumented)
#op|xtr| type | mnemonic     | dest | src  | summary          | description
80 | 0 | 0 |  ADD | ADD A, B     |    A |    B | A+=B             | Add register B to register A (undocumented)
81 | 0 | 0 |  ADD | ADD A, C     |    A |    C | A+=C             | Add register C to register A (undocumented)
82 | 0 | 0 |  ADD | ADD A, D     |    A |    D | A+=D             | Add register D to register A (undocumented)
83 | 0 | 0 |  ADD | ADD A, E     |    A |    E | A+=E             | Add register E to register A (undocumented)
84 | 0 | 0 |  ADD | ADD A, IXh   |    A |  IXh | A+=IXh           | Add the high byte of register IX to register A (undocumented)
85 | 0 | 0 |  ADD | ADD A, IXl   |    A |  IXl | A+=IXl           | Add the low byte of register IX to register A (undocumented)
86 | 1 | 2 |  ADD | ADD A, (IX+d) |    A | (IX+d) | A+=$(IX+d)       | Add memory $(IX+{d}) to register A
87 | 0 | 0 |  ADD | ADD A, A     |    A |    A | A+=A             | Add register A to register A (undocumented)
88 | 0 | 0 |  ADC | ADC A, B     |    A |    B | (c,A)+=B         | Add with Carry register B to register A (undocumented)
89 | 0 | 0 |  ADC | ADC A, C     |    A |    C | (c,A)+=C         | Add with Carry register C to register A (undocumented)
8a | 0 | 0 |  ADC | ADC A, D     |    A |    D | (c,A)+=D         | Add with Carry register D to register A (undocumented)
8b | 0 | 0 |  ADC | ADC A, E     |    A |    E | (c,A)+=E         | Add with Carry register E to register A (undocumented)
8c | 0 | 0 |  ADC | ADC A, IXh   |    A |  IXh | (c,A)+=IXh       | Add with Carry the high byte of register IX to register A (undocumented)
8d | 0 | 0 |  ADC | ADC A, IXl   |    A |  IXl | (c,A)+=IXl       | Add with Carry the low byte of register IX to register A (undocumented)
8e | 1 | 2 |  ADC | ADC A, (IX+d) |    A | (IX+d) | (c,A)+=$(IX+d)   | Add with Carry memory $(IX+{d}) to register A
8f | 0 | 0 |  ADC | ADC A, A     |    A |    A | (c,A)+=A         | Add with Carry register A to register A (undocumented)
#op|xtr| type | mnemonic     | dest | src  | summary          | description
90 | 0 | 0 |  SUB | SUB A, B     |    A |    B | A-=B             | Subtract register B from register A (undocumented)
91 | 0 | 0 |  SUB | SUB A, C     |    A |    C | A-=C             | Subtract register C from register A (undocumented)
92 | 0 | 0 |  SUB | SUB A, D     |    A |    D | A-=D             | Subtract register D from register A (undocumented)
93 | 0 | 0 |  SUB | SUB A, E     |    A |    E | A-=E             | Subtract register E from register A (undocumented)
94 | 0 | 0 |  SUB | SUB A, IXh   |    A |  IXh | A-=IXh           | Subtract the high byte of register IX from register A (undocumented)
95 | 0 | 0 |  SUB | SUB A, IXl   |    A |  IXl | A-=IXl           | Subtract the low byte of register IX from register A (undocumented)
96 | 1 | 2 |  SUB | SUB A, (IX+d) |    A | (IX+d) | A-=$(IX+d)       | Subtract memory $(IX+{d}) from register A
97 | 0 | 0 |  SUB | SUB A, A     |    A |    A | A-=A             | Subtract register A from register A (undocumented)
98 | 0 | 0 |  SBC | SBC A, B     |    A |    B | (c,A)-=B         | Subtract with Carry register B from register A (undocumented)
99 | 0 | 0 |  SBC | SBC A, C     |    A |    C | (c,A)-=C         | Subtract with Carry register C from register A (undocumented)
9a | 0 | 0 |  SBC | SBC A, D     |    A |    D | (c,A)-=D         | Subtract with Carry register D from register A (undocumented)
9b | 0 | 0 |  SBC | SBC A, E     |    A |    E | (c,A)-=E         | Subtract with Carry register E from register A (undocumented)
9c | 0 | 0 |  SBC | SBC A, IXh   |    A |  IXh | (c,A)-=IXh       | Subtract with Carry the high byte of register IX from register A (undocumented)
9d | 0 | 0 |  SBC | SBC A, IXl   |    A |  IXl | (c,A)-=IXl       | Subtract with Carry the low byte of register IX from register A (undocumented)
9e | 1 | 2 |  SBC | SBC A, (IX+d) |    A | (IX+d) | (c,A)-=$(IX+d)   | Subtract with Carry memory $(IX+{d}) from register A
9f | 0 | 0 |  SBC | SBC A, A     |    A |    A | (c,A)-=A         | Subtract with Carry register A from register A (undocumented)
#op|xtr| type | mnemonic     | dest | src  | summary          | description
a0 | 0 | 0 |  AND | AND A, B     |    A |    B | A&=B             | AND of register B to register A (undocumented)
a1 | 0 | 0 |  AND | AND A, C     |    A |    C | A&=C             | AND of register C to register A (undocumented)
a2 | 0 | 0 |  AND | AND A, D     |    A |    D | A&=D             | AND of register D to register A (undocumented)
a3 | 0 | 0 |  AND | AND A, E     |    A |    E | A&=E             | AND of register E to register A (undocumented)
a4 | 0 | 0 |  AND | AND A, IXh   |    A |  IXh | A&=IXh           | AND of the high byte of register IX to register A (undocumented)
a5 | 0 | 0 |  AND | AND A, IXl   |    A |  IXl | A&=IXl           | AND of the low byte of register IX to register A (undocumented)
a6 | 1 | 2 |  AND | AND A, (IX+d) |    A | (IX+d) | A&=$(IX+d)       | AND of memory $(IX+{d}) to register A
a7 | 0 | 0 |  AND | AND A, A     |    A |    A | A&=A             | AND of register A to register A (undocumented)
a8 | 0 | 0 |  XOR | XOR A, B     |    A |    B | A^=B             | XOR of register B to register A (undocumented)
a9 | 0 | 0 |  XOR | XOR A, C     |    A |    C | A^=C             | XOR of register C to register A (undocumented)
aa | 0 | 0 |  XOR | XOR A, D     |    A |    D | A^=D             | XOR of register D to register A (undocumented)
ab | 0 | 0 |  XOR | XOR A, E     |    A |    E | A^=E             | XOR of register E to register A (undocumented)
ac | 0 | 0 |  XOR | XOR A, IXh   |    A |  IXh | A^=IXh           | XOR of the high byte of register IX to register A (undocumented)
ad | 0 | 0 |  XOR | XOR A, IXl   |    A |  IXl | A^=IXl           | XOR of the low byte of register IX to register A (undocumented)
ae | 1 | 2 |  XOR | XOR A, (IX+d) |    A | (IX+d) | A^=$(IX+d)       | XOR of memory $(IX+{d}) to register A
af | 0 | 0 |  XOR | XOR A, A     |    A |    A | A^=A             | XOR of register A to register A (undocumented)
#op|xtr| type | mnemonic     | dest | src  | summary          | description
b0 | 0 | 0 |   OR | OR A, B      |    A |    B | A|=B             | OR of register B to register A (undocumented)
b1 | 0 | 0 |   OR | OR A, C      |    A |    C | A|=C             | OR of register C to register A (undocumented)
b2 | 0 | 0 |   OR | OR A, D      |    A |    D | A|=D             | OR of register D to register A (undocumented)
b3 | 0 | 0 |   OR | OR A, E      |    A |    E | A|=E             | OR of register E to register A (undocumented)
b4 | 0 | 0 |   OR | OR A, IXh    |    A |  IXh | A|=IXh           | OR of the high byte of register IX to register A (undocumented)
b5 | 0 | 0 |   OR | OR A, IXl    |    A |  IXl | A|=IXl           | OR of the low byte of register IX to register A (undocumented)
b6 | 1 | 2 |   OR | OR A, (IX+d) |    A | (IX+d) | A|=$(IX+d)       | OR of memory $(IX+{d}) to register A
b7 | 0 | 0 |   OR | OR A, A      |    A |    A | A|=A             | OR of register A to register A (undocumented)
b8 | 0 | 0 |   CP | CP           |      |    B | (c)=A-B          | Compare register B and register A (undocumented)
b9 | 0 | 0 |   CP | CP           |      |    C | (c)=A-C          | Compare register C and register A (undocumented)
ba | 0 | 0 |   CP | CP           |      |    D | (c)=A-D          | Compare register D and register A (undocumented)
bb | 0 | 0 |   CP | CP           |      |    E | (c)=A-E          | Compare register E and register A (undocumented)
bc | 0 | 0 |   CP | CP A, IXh    |    A |  IXh | (c)=A-IXh        | Compare the high byte of register IX and register A (undocumented)
bd | 0 | 0 |   CP | CP A, IXl    |    A |  IXl | (c)=A-IXl        | Compare the low byte of register IX and register A (undocumented)
be | 1 | 2 |   CP | CP A, (IX+d) |    A | (IX+d) | (c)=A-$(IX+d)    | Compare memory $(IX+{d}) and register A
bf | 0 | 0 |   CP | CP           |      |    A | (c)=(A-A)        | Compare register A and register A (undocumented)
#op|xtr| type | mnemonic     | dest | src  | summary          | description
c0 | 0 | 0 |  RET | RETNZ        |      |      | if(z=0) RETURN   | Return if Z flag is 0 (undocumented)
c1 | 0 | 0 |  POP | POP BC       |   BC | (SP) | BC=$SP,SP+=2     | Load BC (16bit) with top of stack (undocumented)
c2 | 2 | 3 |   JP | JPNZ nn      |      |   nn | if(z=0) JUMP $nn | Jump to ${nn} if Z flag is 0 (undocumented)
c3 | 2 | 3 |   JP | JP nn        |      |   nn | JUMP $nn         | Jump to ${nn} (undocumented)
c4 | 2 | 3 | CALL | CALLNZ, nn   |      |      | if(z=0) CALL $nn | Call ${nn} if Z flag is 0 (undocumented)
c5 | 0 | 0 | PUSH | PUSH BC      | (SP) |   BC | $SP=BC,SP-=2     | Load top of stack (16bit) with BC (undocumented)
c6 | 1 | 1 |  ADD | ADD A, n     |    A |    n | A+=n             | Add {n} to register A (undocumented)
c7 | 0 | 0 |  RST | RST 0h       |      |      | CALL $0000       | Restart to $0000 (undocumented)
c8 | 0 | 0 |  RET | RETZ         |      |      | if(z=1) RETURN   | Return if Z flag is 1 (undocumented)
c9 | 0 | 0 |  RET | RET          |      |      | RETURN           | Return (undocumented)
ca | 2 | 3 |   JP | JPZ nn       |      |   nn | if(z=1) JUMP $nn | Jump to ${nn} if Z flag is 1 (undocumented)
cb | 0 | 0 | [IX] | [IX]         |      |      | --               | DDCB instruction prefix (IX loads and bit manipulation)
cc | 2 | 3 | CALL | CALLZ nn     |      |   nn | if(z=1) CALL $nn | Call ${nn} if Z flag is 1 (undocumented)
cd | 2 | 3 | CALL | CALL nn      |      |   nn | CALL $nn         | Call ${nn} (undocumented)
ce | 1 | 1 |  ADC | ADC A, n     |    A |    n | (c,A)+=n         | Add with Carry {n} to register A (undocumented)
cf | 0 | 0 |  RST | RST $8       |      |      | CALL $0008       | Restart to $0008 (undocumented)
#op|xtr| type | mnemonic     | dest | src  | summary          | description
d0 | 0 | 0 |  RET | RETNC        |      |      | if(c=0) RETURN   | Return if C flag is 0 (undocumented)
d1 | 0 | 0 |  POP | POP DE       |   DE | (SP) | DE=$SP,SP+=2     | Load DE (16bit) with top of stack (undocumented)
d2 | 2 | 3 |   JP | JPNC nn      |      |   nn | if(c=0) JUMP $nn | Jump to ${nn} if C flag is 0 (undocumented)
d3 | 1 | 1 |  OUT | OUT n        |  (n) |    A | OUT(n)=A         | Load port {n} with register A (undocumented)
d4 | 2 | 3 | CALL | CALLNC nn    |      |   nn | if(c=0) CALL $nn | Call ${nn} if C flag is 0 (undocumented)
d5 | 0 | 0 | PUSH | PUSH DE      | (SP) |   DE | $SP=DE,SP-=2     | Load top of stack (16bit) with DE (undocumented)
d6 | 1 | 1 |  SUB | SUB A, n     |    A |    n | A-=n             | Subtract {n} from register A (undocumented)
d7 | 0 | 0 |  RST | RST $10      |      |      | CALL $0010       | Restart to $0010 (undocumented)
d8 | 0 | 0 |  RET | RETC         |      |      | if(c=1) RETURN   | Return if C flag is 1 (undocumented)
d9 | 0 | 0 |  EXX | EXX          | BC,DE,HL | BC',DE',HL' | BC<=>BC',DE<=>DE',HL<=>HL' | Exchange (BC, DE, HL) with (BC', DE', HL') (undocumented)
da | 2 | 3 |   JP | JPC          |      |   nn | if(c=1) JUMP $nn | Jump to ${nn} if C flag is 1 (undocumented)
db | 1 | 1 |   IN | IN n         |    A |  (n) | A=IN(n)          | Load register A with port {n} (undocumented)
dc | 2 | 3 | CALL | CALLC nn     |      |   nn | if(c=1) CALL $nn | Call ${nn} if C flag is 1 (undocumented)
dd | 0 | 0 | [IX] | [IX]         |      |      | --               | DD instruction prefix (IX indexing) (undocumented)
de | 1 | 1 |  SBC | SBC A, n     |    A |    n | (c,A)-=n         | Subtract with Carry {n} from register A (undocumented)
df | 0 | 0 |  RST | RST $18      |      |      | CALL $0018       | Restart to $0018 (undocumented)
#op|xtr| type | mnemonic     | dest | src  | summary          | description
e0 | 0 | 0 |  RET | RETPO        |      |      | if(p=0) RETURN   | Return if P flag is 0 (odd parity) (undocumented)
e1 | 0 | 0 |  POP | POP IX       |   IX | (SP) | IX=$SP,SP+=2     | Load register IX (16bit) with top of stack
e2 | 2 | 3 |   JP | JPPO nn      |      |   nn | if(p=0) JUMP $nn | Jump to ${nn} if P flag is 0 (odd parity) (undocumented)
e3 | 0 | 0 |   EX | EX (SP),IX   | (SP) |   IX | $SP<=>HL         | Exchange the top of stack with register HL
e4 | 2 | 3 | CALL | CALLPO nn    |      |   nn | if(p=0) CALL $nn | Call ${nn} if P flag is 0 (odd parity) (undocumented)
e5 | 0 | 0 | PUSH | PUSH IX      | (SP) |   IX | $SP=IX,SP-=2     | Load top of stack (16bit) with register IX
e6 | 1 | 1 |  AND | AND A, n     |    A |    n | A&=n             | AND of {n} to register A (undocumented)
e7 | 0 | 0 |  RST | RST $20      |      |      | CALL $0020       | Restart to $0020 (undocumented)
e8 | 0 | 0 |  RET | RETPE        |      |      | if(p=1) RETURN   | Return if P flag is 1 (even parity) (undocumented)
e9 | 0 | 0 |   JP | JP (IX)      |      |      | JUMP (IX)        | Jump to memory $IX
ea | 2 | 3 |   JP | JPPE nn      |      |   nn | if(p=1) JUMP $nn | Jump to ${nn} if P flag is 1 (even parity) (undocumented)
eb | 0 | 0 |   EX | EX DE, HL    |   DE |   HL | DE<=>HL          | Exchange DE with HL (undocumented)
ec | 2 | 3 | CALL | CALLPE nn    |      |   nn | if(p=1) CALL $nn | Call ${nn} if P flag is 1 (even parity) (undocumented)
ed | 0 | 0 | [ED] | [ED]         |      |      | --               | ED instruction prefix (undocumented)
ee | 1 | 1 |  XOR | XOR A, n     |    A |    n | A^=n             | XOR of {n} to register A (undocumented)
ef | 0 | 0 |  RST | RST $28      |      |      | CALL $0028       | Restart to $0028 (undocumented)
#op|xtr| type | mnemonic     | dest | src  | summary          | description
